scan_number,time0,time1,time2,time3
2211,2023-10-13T15:47:59+00:00,2023-10-13T15:45:12+00:00,2023-10-13T15:43:06+00:00,2023-10-13T15:50:20+00:00
2212,2023-10-13T15:48:04+00:00,2023-10-13T15:45:17+00:00,2023-10-13T15:43:11+00:00,2023-10-13T15:50:25+00:00
2213,2023-10-13T15:48:09+00:00,2023-10-13T15:45:22+00:00,2023-10-13T15:43:16+00:00,2023-10-13T15:50:30+00:00
2214,2023-10-13T15:48:14+00:00,2023-10-13T15:45:27+00:00,2023-10-13T15:43:21+00:00,2023-10-13T15:50:35+00:00
2215,2023-10-13T15:48:19+00:00,2023-10-13T15:45:32+00:00,2023-10-13T15:43:26+00:00,2023-10-13T15:50:40+00:00
2216,2023-10-13T15:48:24+00:00,2023-10-13T15:45:37+00:00,2023-10-13T15:43:31+00:00,2023-10-13T15:50:45+00:00
2217,2023-10-13T15:48:29+00:00,2023-10-13T15:45:42+00:00,2023-10-13T15:43:36+00:00,2023-10-13T15:50:50+00:00
2218,2023-10-13T15:48:34+00:00,2023-10-13T15:45:47+00:00,2023-10-13T15:43:41+00:00,2023-10-13T15:50:55+00:00
2219,2023-10-13T15:48:39+00:00,2023-10-13T15:45:52+00:00,2023-10-13T15:43:46+00:00,2023-10-13T15:51:00+00:00
2220,2023-10-13T15:48:44+00:00,2023-10-13T15:45:57+00:00,2023-10-13T15:43:51+00:00,2023-10-13T15:51:05+00:00
2221,2023-10-13T15:48:49+00:00,2023-10-13T15:46:02+00:00,2023-10-13T15:43:56+00:00,2023-10-13T15:51:10+00:00
2222,2023-10-13T15:48:55+00:00,2023-10-13T15:46:07+00:00,2023-10-13T15:44:01+00:00,2023-10-13T15:51:15+00:00
2223,2023-10-13T15:48:59+00:00,2023-10-13T15:46:12+00:00,2023-10-13T15:44:06+00:00,2023-10-13T15:51:20+00:00
2224,2023-10-13T15:49:04+00:00,2023-10-13T15:46:17+00:00,2023-10-13T15:44:11+00:00,2023-10-13T15:51:25+00:00
2225,2023-10-13T15:49:10+00:00,2023-10-13T15:46:22+00:00,2023-10-13T15:44:16+00:00,2023-10-13T15:51:30+00:00
2226,2023-10-13T15:49:14+00:00,2023-10-13T15:46:27+00:00,2023-10-13T15:44:21+00:00,2023-10-13T15:51:35+00:00
2227,2023-10-13T15:49:20+00:00,2023-10-13T15:46:32+00:00,2023-10-13T15:44:26+00:00,2023-10-13T15:51:40+00:00
2228,2023-10-13T15:49:24+00:00,2023-10-13T15:46:38+00:00,2023-10-13T15:44:31+00:00,2023-10-13T15:51:45+00:00
2229,2023-10-13T15:49:29+00:00,2023-10-13T15:46:42+00:00,2023-10-13T15:44:36+00:00,2023-10-13T15:51:50+00:00
2230,2023-10-13T15:49:34+00:00,2023-10-13T15:46:47+00:00,2023-10-13T15:44:41+00:00,2023-10-13T15:51:55+00:00
2231,2023-10-13T15:49:39+00:00,2023-10-13T15:46:53+00:00,2023-10-13T15:44:46+00:00,2023-10-13T15:52:00+00:00
2232,2023-10-13T15:49:44+00:00,2023-10-13T15:46:57+00:00,2023-10-13T15:44:51+00:00,2023-10-13T15:52:05+00:00
2233,2023-10-13T15:49:50+00:00,2023-10-13T15:47:02+00:00,2023-10-13T15:44:56+00:00,2023-10-13T15:52:10+00:00
2234,2023-10-13T15:49:55+00:00,2023-10-13T15:47:07+00:00,2023-10-13T15:45:01+00:00,2023-10-13T15:52:15+00:00
2235,2023-10-13T15:50:00+00:00,2023-10-13T15:47:12+00:00,2023-10-13T15:45:06+00:00,2023-10-13T15:52:20+00:00
2236,2023-10-13T15:50:05+00:00,2023-10-13T15:47:18+00:00,2023-10-13T15:45:11+00:00,2023-10-13T15:52:25+00:00
2237,2023-10-13T15:50:10+00:00,2023-10-13T15:47:23+00:00,2023-10-13T15:45:16+00:00,2023-10-13T15:52:30+00:00
2238,2023-10-13T15:50:15+00:00,2023-10-13T15:47:27+00:00,2023-10-13T15:45:21+00:00,2023-10-13T15:52:35+00:00
2239,2023-10-13T15:50:20+00:00,2023-10-13T15:47:33+00:00,2023-10-13T15:45:26+00:00,2023-10-13T15:52:40+00:00
2240,2023-10-13T15:50:25+00:00,2023-10-13T15:47:38+00:00,2023-10-13T15:45:31+00:00,2023-10-13T15:52:45+00:00
2241,2023-10-13T15:50:30+00:00,2023-10-13T15:47:43+00:00,2023-10-13T15:45:36+00:00,2023-10-13T15:52:50+00:00
2242,2023-10-13T15:50:35+00:00,2023-10-13T15:47:48+00:00,2023-10-13T15:45:41+00:00,2023-10-13T15:52:56+00:00
2243,2023-10-13T15:50:45+00:00,2023-10-13T15:47:53+00:00,2023-10-13T15:45:46+00:00,2023-10-13T15:53:00+00:00
2244,2023-10-13T15:50:45+00:00,2023-10-13T15:47:58+00:00,2023-10-13T15:45:51+00:00,2023-10-13T15:53:05+00:00
2245,2023-10-13T15:50:50+00:00,2023-10-13T15:48:03+00:00,2023-10-13T15:45:56+00:00,2023-10-13T15:53:11+00:00
2246,2023-10-13T15:50:55+00:00,2023-10-13T15:48:08+00:00,2023-10-13T15:46:01+00:00,2023-10-13T15:53:15+00:00
2247,2023-10-13T15:51:00+00:00,2023-10-13T15:48:13+00:00,2023-10-13T15:46:06+00:00,2023-10-13T15:53:20+00:00
2248,2023-10-13T15:51:05+00:00,2023-10-13T15:48:18+00:00,2023-10-13T15:46:11+00:00,2023-10-13T15:53:25+00:00
2249,2023-10-13T15:51:10+00:00,2023-10-13T15:48:23+00:00,2023-10-13T15:46:16+00:00,2023-10-13T15:53:31+00:00
2250,2023-10-13T15:51:15+00:00,2023-10-13T15:48:28+00:00,2023-10-13T15:46:21+00:00,2023-10-13T15:53:35+00:00
2251,2023-10-13T15:51:20+00:00,2023-10-13T15:48:33+00:00,2023-10-13T15:46:26+00:00,2023-10-13T15:53:41+00:00
2252,2023-10-13T15:51:25+00:00,2023-10-13T15:48:38+00:00,2023-10-13T15:46:31+00:00,2023-10-13T15:53:46+00:00
2253,2023-10-13T15:51:30+00:00,2023-10-13T15:48:43+00:00,2023-10-13T15:46:36+00:00,2023-10-13T15:53:51+00:00
2254,2023-10-13T15:51:35+00:00,2023-10-13T15:48:48+00:00,2023-10-13T15:46:46+00:00,2023-10-13T15:53:56+00:00
2255,2023-10-13T15:51:40+00:00,2023-10-13T15:48:53+00:00,2023-10-13T15:46:46+00:00,2023-10-13T15:54:01+00:00
2256,2023-10-13T15:51:45+00:00,2023-10-13T15:48:58+00:00,2023-10-13T15:46:51+00:00,2023-10-13T15:54:06+00:00
2257,2023-10-13T15:51:50+00:00,2023-10-13T15:49:03+00:00,2023-10-13T15:46:56+00:00,2023-10-13T15:54:11+00:00
2258,2023-10-13T15:51:55+00:00,2023-10-13T15:49:08+00:00,2023-10-13T15:47:01+00:00,2023-10-13T15:54:16+00:00
2259,2023-10-13T15:52:00+00:00,2023-10-13T15:49:13+00:00,2023-10-13T15:47:06+00:00,2023-10-13T15:54:21+00:00
2260,2023-10-13T15:52:05+00:00,2023-10-13T15:49:18+00:00,2023-10-13T15:47:11+00:00,2023-10-13T15:54:26+00:00
2261,2023-10-13T15:52:10+00:00,2023-10-13T15:49:23+00:00,2023-10-13T15:47:16+00:00,2023-10-13T15:54:31+00:00
2262,2023-10-13T15:52:15+00:00,2023-10-13T15:49:28+00:00,2023-10-13T15:47:21+00:00,2023-10-13T15:54:36+00:00
2263,2023-10-13T15:52:20+00:00,2023-10-13T15:49:33+00:00,2023-10-13T15:47:26+00:00,2023-10-13T15:54:41+00:00
2264,2023-10-13T15:52:25+00:00,2023-10-13T15:49:38+00:00,2023-10-13T15:47:31+00:00,2023-10-13T15:54:46+00:00
2265,2023-10-13T15:52:30+00:00,2023-10-13T15:49:48+00:00,2023-10-13T15:47:36+00:00,2023-10-13T15:54:51+00:00
2266,2023-10-13T15:52:35+00:00,2023-10-13T15:49:53+00:00,2023-10-13T15:47:41+00:00,2023-10-13T15:54:56+00:00
2267,2023-10-13T15:52:40+00:00,2023-10-13T15:49:53+00:00,2023-10-13T15:47:46+00:00,2023-10-13T15:55:01+00:00
2268,2023-10-13T15:52:45+00:00,2023-10-13T15:49:58+00:00,2023-10-13T15:47:56+00:00,2023-10-13T15:55:06+00:00
2269,2023-10-13T15:52:50+00:00,2023-10-13T15:50:03+00:00,2023-10-13T15:47:56+00:00,2023-10-13T15:55:11+00:00
2270,2023-10-13T15:52:55+00:00,2023-10-13T15:50:08+00:00,2023-10-13T15:48:01+00:00,2023-10-13T15:55:16+00:00
2271,2023-10-13T15:53:00+00:00,2023-10-13T15:50:13+00:00,2023-10-13T15:48:06+00:00,2023-10-13T15:55:21+00:00
2272,2023-10-13T15:53:05+00:00,2023-10-13T15:50:18+00:00,2023-10-13T15:48:12+00:00,2023-10-13T15:55:26+00:00
2273,2023-10-13T15:53:10+00:00,2023-10-13T15:50:23+00:00,2023-10-13T15:48:16+00:00,2023-10-13T15:55:31+00:00
2274,2023-10-13T15:53:15+00:00,2023-10-13T15:50:28+00:00,2023-10-13T15:48:21+00:00,2023-10-13T15:55:36+00:00
2275,2023-10-13T15:53:20+00:00,2023-10-13T15:50:33+00:00,2023-10-13T15:48:26+00:00,2023-10-13T15:55:41+00:00
2276,2023-10-13T15:53:25+00:00,2023-10-13T15:50:38+00:00,2023-10-13T15:48:32+00:00,2023-10-13T15:55:46+00:00
2277,2023-10-13T15:53:30+00:00,2023-10-13T15:50:43+00:00,2023-10-13T15:48:37+00:00,2023-10-13T15:55:51+00:00
2278,2023-10-13T15:53:35+00:00,2023-10-13T15:50:48+00:00,2023-10-13T15:48:41+00:00,2023-10-13T15:55:56+00:00
2279,2023-10-13T15:53:40+00:00,2023-10-13T15:50:53+00:00,2023-10-13T15:48:47+00:00,2023-10-13T15:56:01+00:00
2280,2023-10-13T15:53:45+00:00,2023-10-13T15:50:58+00:00,2023-10-13T15:48:52+00:00,2023-10-13T15:56:06+00:00
2281,2023-10-13T15:53:50+00:00,2023-10-13T15:51:03+00:00,2023-10-13T15:48:57+00:00,2023-10-13T15:56:11+00:00
2282,2023-10-13T15:53:55+00:00,2023-10-13T15:51:08+00:00,2023-10-13T15:49:01+00:00,2023-10-13T15:56:16+00:00
2283,2023-10-13T15:54:00+00:00,2023-10-13T15:51:13+00:00,2023-10-13T15:49:07+00:00,2023-10-13T15:56:21+00:00
2284,2023-10-13T15:54:05+00:00,2023-10-13T15:51:18+00:00,2023-10-13T15:49:12+00:00,2023-10-13T15:56:26+00:00
2285,2023-10-13T15:54:10+00:00,2023-10-13T15:51:23+00:00,2023-10-13T15:49:17+00:00,2023-10-13T15:56:31+00:00
2286,2023-10-13T15:54:15+00:00,2023-10-13T15:51:28+00:00,2023-10-13T15:49:22+00:00,2023-10-13T15:56:36+00:00
2287,2023-10-13T15:54:20+00:00,2023-10-13T15:51:33+00:00,2023-10-13T15:49:27+00:00,2023-10-13T15:56:41+00:00
2288,2023-10-13T15:54:25+00:00,2023-10-13T15:51:38+00:00,2023-10-13T15:49:32+00:00,2023-10-13T15:56:46+00:00
2289,2023-10-13T15:54:30+00:00,2023-10-13T15:51:43+00:00,2023-10-13T15:49:37+00:00,2023-10-13T15:56:51+00:00
2290,2023-10-13T15:54:35+00:00,2023-10-13T15:51:48+00:00,2023-10-13T15:49:42+00:00,2023-10-13T15:56:56+00:00
2291,2023-10-13T15:54:40+00:00,2023-10-13T15:51:53+00:00,2023-10-13T15:49:47+00:00,2023-10-13T15:57:01+00:00
2292,2023-10-13T15:54:45+00:00,2023-10-13T15:51:58+00:00,2023-10-13T15:49:52+00:00,2023-10-13T15:57:06+00:00
2293,2023-10-13T15:54:50+00:00,2023-10-13T15:52:03+00:00,2023-10-13T15:49:57+00:00,2023-10-13T15:57:11+00:00
2294,2023-10-13T15:54:55+00:00,2023-10-13T15:52:08+00:00,2023-10-13T15:50:02+00:00,2023-10-13T15:57:16+00:00
2295,2023-10-13T15:55:00+00:00,2023-10-13T15:52:13+00:00,2023-10-13T15:50:07+00:00,2023-10-13T15:57:21+00:00
2296,2023-10-13T15:55:05+00:00,2023-10-13T15:52:18+00:00,2023-10-13T15:50:12+00:00,2023-10-13T15:57:26+00:00
2297,2023-10-13T15:55:10+00:00,2023-10-13T15:52:23+00:00,2023-10-13T15:50:17+00:00,2023-10-13T15:57:31+00:00
2298,2023-10-13T15:55:15+00:00,2023-10-13T15:52:28+00:00,2023-10-13T15:50:22+00:00,2023-10-13T15:57:36+00:00
2299,2023-10-13T15:55:20+00:00,2023-10-13T15:52:33+00:00,2023-10-13T15:50:27+00:00,2023-10-13T15:57:41+00:00
2300,2023-10-13T15:55:25+00:00,2023-10-13T15:52:38+00:00,2023-10-13T15:50:32+00:00,2023-10-13T15:57:46+00:00
2301,2023-10-13T15:55:30+00:00,2023-10-13T15:52:43+00:00,2023-10-13T15:50:37+00:00,2023-10-13T15:57:51+00:00
2302,2023-10-13T15:55:35+00:00,2023-10-13T15:52:48+00:00,2023-10-13T15:50:42+00:00,2023-10-13T15:57:56+00:00
2303,2023-10-13T15:55:40+00:00,2023-10-13T15:52:53+00:00,2023-10-13T15:50:47+00:00,2023-10-13T15:58:01+00:00
2304,2023-10-13T15:55:45+00:00,2023-10-13T15:52:58+00:00,2023-10-13T15:50:52+00:00,2023-10-13T15:58:06+00:00
2305,2023-10-13T15:55:50+00:00,2023-10-13T15:53:03+00:00,2023-10-13T15:50:57+00:00,2023-10-13T15:58:11+00:00
2306,2023-10-13T15:55:55+00:00,2023-10-13T15:53:08+00:00,2023-10-13T15:51:02+00:00,2023-10-13T15:58:16+00:00
2307,2023-10-13T15:56:00+00:00,2023-10-13T15:53:13+00:00,2023-10-13T15:51:07+00:00,2023-10-13T15:58:21+00:00
2308,2023-10-13T15:56:05+00:00,2023-10-13T15:53:18+00:00,2023-10-13T15:51:12+00:00,2023-10-13T15:58:26+00:00
2309,2023-10-13T15:56:10+00:00,2023-10-13T15:53:23+00:00,2023-10-13T15:51:17+00:00,2023-10-13T15:58:31+00:00
2310,2023-10-13T15:56:15+00:00,2023-10-13T15:53:28+00:00,2023-10-13T15:51:22+00:00,2023-10-13T15:58:36+00:00
2311,2023-10-13T15:56:20+00:00,2023-10-13T15:53:33+00:00,2023-10-13T15:51:27+00:00,2023-10-13T15:58:41+00:00
2312,2023-10-13T15:56:25+00:00,2023-10-13T15:53:38+00:00,2023-10-13T15:51:32+00:00,2023-10-13T15:58:46+00:00
2313,2023-10-13T15:56:30+00:00,2023-10-13T15:53:43+00:00,2023-10-13T15:51:37+00:00,2023-10-13T15:58:51+00:00
2314,2023-10-13T15:56:35+00:00,2023-10-13T15:53:48+00:00,2023-10-13T15:51:42+00:00,2023-10-13T15:58:56+00:00
2315,2023-10-13T15:56:40+00:00,2023-10-13T15:53:53+00:00,2023-10-13T15:51:47+00:00,2023-10-13T15:59:01+00:00
2316,2023-10-13T15:56:45+00:00,2023-10-13T15:53:58+00:00,2023-10-13T15:51:52+00:00,2023-10-13T15:59:06+00:00
2317,2023-10-13T15:56:50+00:00,2023-10-13T15:54:03+00:00,2023-10-13T15:51:57+00:00,2023-10-13T15:59:11+00:00
2318,2023-10-13T15:56:55+00:00,2023-10-13T15:54:08+00:00,2023-10-13T15:52:02+00:00,2023-10-13T15:59:16+00:00
2319,2023-10-13T15:57:00+00:00,2023-10-13T15:54:13+00:00,2023-10-13T15:52:07+00:00,2023-10-13T15:59:21+00:00
2320,2023-10-13T15:57:05+00:00,2023-10-13T15:54:18+00:00,2023-10-13T15:52:12+00:00,2023-10-13T15:59:26+00:00
2321,2023-10-13T15:57:10+00:00,2023-10-13T15:54:23+00:00,2023-10-13T15:52:17+00:00,2023-10-13T15:59:31+00:00
2322,2023-10-13T15:57:15+00:00,2023-10-13T15:54:28+00:00,2023-10-13T15:52:22+00:00,2023-10-13T15:59:36+00:00
2323,2023-10-13T15:57:20+00:00,2023-10-13T15:54:33+00:00,2023-10-13T15:52:27+00:00,2023-10-13T15:59:41+00:00
2324,2023-10-13T15:57:25+00:00,2023-10-13T15:54:38+00:00,2023-10-13T15:52:32+00:00,2023-10-13T15:59:46+00:00
2325,2023-10-13T15:57:30+00:00,2023-10-13T15:54:43+00:00,2023-10-13T15:52:37+00:00,2023-10-13T15:59:51+00:00
2326,2023-10-13T15:57:35+00:00,2023-10-13T15:54:48+00:00,2023-10-13T15:52:42+00:00,2023-10-13T15:59:56+00:00
2327,2023-10-13T15:57:40+00:00,2023-10-13T15:54:53+00:00,2023-10-13T15:52:47+00:00,2023-10-13T16:00:01+00:00
2328,2023-10-13T15:57:45+00:00,2023-10-13T15:54:58+00:00,2023-10-13T15:52:52+00:00,2023-10-13T16:00:06+00:00
2329,2023-10-13T15:57:50+00:00,2023-10-13T15:55:03+00:00,2023-10-13T15:52:57+00:00,2023-10-13T16:00:11+00:00
2330,2023-10-13T15:57:56+00:00,2023-10-13T15:55:08+00:00,2023-10-13T15:53:02+00:00,2023-10-13T16:00:16+00:00
2331,2023-10-13T15:58:00+00:00,2023-10-13T15:55:13+00:00,2023-10-13T15:53:07+00:00,2023-10-13T16:00:21+00:00
2332,2023-10-13T15:58:06+00:00,2023-10-13T15:55:18+00:00,2023-10-13T15:53:12+00:00,2023-10-13T16:00:26+00:00
2333,2023-10-13T15:58:11+00:00,2023-10-13T15:55:24+00:00,2023-10-13T15:53:17+00:00,2023-10-13T16:00:31+00:00
2334,2023-10-13T15:58:15+00:00,2023-10-13T15:55:29+00:00,2023-10-13T15:53:22+00:00,2023-10-13T16:00:36+00:00
2335,2023-10-13T15:58:21+00:00,2023-10-13T15:55:33+00:00,2023-10-13T15:53:27+00:00,2023-10-13T16:00:41+00:00
2336,2023-10-13T15:58:26+00:00,2023-10-13T15:55:38+00:00,2023-10-13T15:53:32+00:00,2023-10-13T16:00:46+00:00
2337,2023-10-13T15:58:31+00:00,2023-10-13T15:55:44+00:00,2023-10-13T15:53:37+00:00,2023-10-13T16:00:51+00:00
2338,2023-10-13T15:58:36+00:00,2023-10-13T15:55:48+00:00,2023-10-13T15:53:42+00:00,2023-10-13T16:00:56+00:00
2339,2023-10-13T15:58:41+00:00,2023-10-13T15:55:54+00:00,2023-10-13T15:53:47+00:00,2023-10-13T16:01:01+00:00
2340,2023-10-13T15:58:46+00:00,2023-10-13T15:55:59+00:00,2023-10-13T15:53:52+00:00,2023-10-13T16:01:06+00:00
2341,2023-10-13T15:58:51+00:00,2023-10-13T15:56:04+00:00,2023-10-13T15:53:57+00:00,2023-10-13T16:01:11+00:00
2342,2023-10-13T15:58:56+00:00,2023-10-13T15:56:09+00:00,2023-10-13T15:54:02+00:00,2023-10-13T16:01:16+00:00
2343,2023-10-13T15:59:01+00:00,2023-10-13T15:56:14+00:00,2023-10-13T15:54:07+00:00,2023-10-13T16:01:21+00:00
2344,2023-10-13T15:59:06+00:00,2023-10-13T15:56:19+00:00,2023-10-13T15:54:12+00:00,2023-10-13T16:01:26+00:00
2345,2023-10-13T15:59:11+00:00,2023-10-13T15:56:24+00:00,2023-10-13T15:54:17+00:00,2023-10-13T16:01:31+00:00
2346,2023-10-13T15:59:16+00:00,2023-10-13T15:56:29+00:00,2023-10-13T15:54:22+00:00,2023-10-13T16:01:36+00:00
2347,2023-10-13T15:59:21+00:00,2023-10-13T15:56:34+00:00,2023-10-13T15:54:27+00:00,2023-10-13T16:01:42+00:00
2348,2023-10-13T15:59:26+00:00,2023-10-13T15:56:39+00:00,2023-10-13T15:54:32+00:00,2023-10-13T16:01:47+00:00
2349,2023-10-13T15:59:31+00:00,2023-10-13T15:56:44+00:00,2023-10-13T15:54:37+00:00,2023-10-13T16:01:52+00:00
2350,2023-10-13T15:59:36+00:00,2023-10-13T15:56:49+00:00,2023-10-13T15:54:42+00:00,2023-10-13T16:01:56+00:00
2351,2023-10-13T15:59:41+00:00,2023-10-13T15:56:54+00:00,2023-10-13T15:54:47+00:00,2023-10-13T16:02:01+00:00
2352,2023-10-13T15:59:51+00:00,2023-10-13T15:56:59+00:00,2023-10-13T15:54:52+00:00,2023-10-13T16:02:07+00:00
2353,2023-10-13T15:59:56+00:00,2023-10-13T15:57:04+00:00,2023-10-13T15:54:57+00:00,2023-10-13T16:02:16+00:00
2354,2023-10-13T15:59:56+00:00,2023-10-13T15:57:09+00:00,2023-10-13T15:55:02+00:00,2023-10-13T16:02:16+00:00
2355,2023-10-13T16:00:01+00:00,2023-10-13T15:57:14+00:00,2023-10-13T15:55:07+00:00,2023-10-13T16:02:22+00:00
2356,2023-10-13T16:00:06+00:00,2023-10-13T15:57:24+00:00,2023-10-13T15:55:17+00:00,2023-10-13T16:02:32+00:00
2357,2023-10-13T16:00:11+00:00,2023-10-13T15:57:29+00:00,2023-10-13T15:55:22+00:00,2023-10-13T16:02:32+00:00
2358,2023-10-13T16:00:16+00:00,2023-10-13T15:57:29+00:00,2023-10-13T15:55:22+00:00,2023-10-13T16:02:37+00:00
2359,2023-10-13T16:00:21+00:00,2023-10-13T15:57:39+00:00,2023-10-13T15:55:27+00:00,2023-10-13T16:02:42+00:00
2360,2023-10-13T16:00:31+00:00,2023-10-13T15:57:44+00:00,2023-10-13T15:55:32+00:00,2023-10-13T16:02:47+00:00
2361,2023-10-13T16:00:36+00:00,2023-10-13T15:57:49+00:00,2023-10-13T15:55:37+00:00,2023-10-13T16:02:52+00:00
2362,2023-10-13T16:00:36+00:00,2023-10-13T15:57:49+00:00,2023-10-13T15:55:47+00:00,2023-10-13T16:02:57+00:00
2363,2023-10-13T16:00:41+00:00,2023-10-13T15:57:59+00:00,2023-10-13T15:55:47+00:00,2023-10-13T16:03:07+00:00
2364,2023-10-13T16:00:46+00:00,2023-10-13T15:57:59+00:00,2023-10-13T15:55:52+00:00,2023-10-13T16:03:07+00:00
2365,2023-10-13T16:00:51+00:00,2023-10-13T15:58:04+00:00,2023-10-13T15:56:02+00:00,2023-10-13T16:03:12+00:00
2366,2023-10-13T16:00:56+00:00,2023-10-13T15:58:09+00:00,2023-10-13T15:56:02+00:00,2023-10-13T16:03:17+00:00
2367,2023-10-13T16:01:01+00:00,2023-10-13T15:58:14+00:00,2023-10-13T15:56:07+00:00,2023-10-13T16:03:22+00:00
2368,2023-10-13T16:01:06+00:00,2023-10-13T15:58:19+00:00,2023-10-13T15:56:12+00:00,2023-10-13T16:03:27+00:00
2369,2023-10-13T16:01:11+00:00,2023-10-13T15:58:24+00:00,2023-10-13T15:56:17+00:00,2023-10-13T16:03:32+00:00
2370,2023-10-13T16:01:16+00:00,2023-10-13T15:58:29+00:00,2023-10-13T15:56:22+00:00,2023-10-13T16:03:37+00:00
2371,2023-10-13T16:01:21+00:00,2023-10-13T15:58:34+00:00,2023-10-13T15:56:27+00:00,2023-10-13T16:03:42+00:00
2372,2023-10-13T16:01:26+00:00,2023-10-13T15:58:39+00:00,2023-10-13T15:56:32+00:00,2023-10-13T16:03:47+00:00
2373,2023-10-13T16:01:31+00:00,2023-10-13T15:58:44+00:00,2023-10-13T15:56:37+00:00,2023-10-13T16:03:52+00:00
2374,2023-10-13T16:01:36+00:00,2023-10-13T15:58:49+00:00,2023-10-13T15:56:42+00:00,2023-10-13T16:03:57+00:00
2375,2023-10-13T16:01:41+00:00,2023-10-13T15:58:54+00:00,2023-10-13T15:56:48+00:00,2023-10-13T16:04:02+00:00
2376,2023-10-13T16:01:46+00:00,2023-10-13T15:58:59+00:00,2023-10-13T15:56:53+00:00,2023-10-13T16:04:07+00:00
2377,2023-10-13T16:01:51+00:00,2023-10-13T15:59:04+00:00,2023-10-13T15:56:58+00:00,2023-10-13T16:04:12+00:00
2378,2023-10-13T16:01:56+00:00,2023-10-13T15:59:09+00:00,2023-10-13T15:57:03+00:00,2023-10-13T16:04:17+00:00
2379,2023-10-13T16:02:01+00:00,2023-10-13T15:59:14+00:00,2023-10-13T15:57:07+00:00,2023-10-13T16:04:22+00:00
2380,2023-10-13T16:02:06+00:00,2023-10-13T15:59:19+00:00,2023-10-13T15:57:12+00:00,2023-10-13T16:04:27+00:00
2381,2023-10-13T16:02:11+00:00,2023-10-13T15:59:24+00:00,2023-10-13T15:57:17+00:00,2023-10-13T16:04:32+00:00
2382,2023-10-13T16:02:16+00:00,2023-10-13T15:59:29+00:00,2023-10-13T15:57:22+00:00,2023-10-13T16:04:37+00:00
2383,2023-10-13T16:02:21+00:00,2023-10-13T15:59:34+00:00,2023-10-13T15:57:28+00:00,2023-10-13T16:04:42+00:00
2384,2023-10-13T16:02:26+00:00,2023-10-13T15:59:39+00:00,2023-10-13T15:57:33+00:00,2023-10-13T16:04:47+00:00
2385,2023-10-13T16:02:31+00:00,2023-10-13T15:59:44+00:00,2023-10-13T15:57:38+00:00,2023-10-13T16:04:52+00:00
2386,2023-10-13T16:02:36+00:00,2023-10-13T15:59:49+00:00,2023-10-13T15:57:43+00:00,2023-10-13T16:04:57+00:00
2387,2023-10-13T16:02:41+00:00,2023-10-13T15:59:54+00:00,2023-10-13T15:57:48+00:00,2023-10-13T16:05:02+00:00
2388,2023-10-13T16:02:46+00:00,2023-10-13T15:59:59+00:00,2023-10-13T15:57:53+00:00,2023-10-13T16:05:07+00:00
2389,2023-10-13T16:02:51+00:00,2023-10-13T16:00:04+00:00,2023-10-13T15:57:58+00:00,2023-10-13T16:05:12+00:00
2390,2023-10-13T16:02:56+00:00,2023-10-13T16:00:09+00:00,2023-10-13T15:58:03+00:00,2023-10-13T16:05:17+00:00
2391,2023-10-13T16:03:01+00:00,2023-10-13T16:00:14+00:00,2023-10-13T15:58:08+00:00,2023-10-13T16:05:22+00:00
2392,2023-10-13T16:03:06+00:00,2023-10-13T16:00:19+00:00,2023-10-13T15:58:13+00:00,2023-10-13T16:05:27+00:00
2393,2023-10-13T16:03:11+00:00,2023-10-13T16:00:24+00:00,2023-10-13T15:58:18+00:00,2023-10-13T16:05:32+00:00
2394,2023-10-13T16:03:16+00:00,2023-10-13T16:00:29+00:00,2023-10-13T15:58:23+00:00,2023-10-13T16:05:37+00:00
2395,2023-10-13T16:03:21+00:00,2023-10-13T16:00:34+00:00,2023-10-13T15:58:28+00:00,2023-10-13T16:05:42+00:00
2396,2023-10-13T16:03:26+00:00,2023-10-13T16:00:39+00:00,2023-10-13T15:58:33+00:00,2023-10-13T16:05:47+00:00
2397,2023-10-13T16:03:31+00:00,2023-10-13T16:00:44+00:00,2023-10-13T15:58:38+00:00,2023-10-13T16:05:52+00:00
2398,2023-10-13T16:03:36+00:00,2023-10-13T16:00:49+00:00,2023-10-13T15:58:43+00:00,2023-10-13T16:05:57+00:00
2399,2023-10-13T16:03:41+00:00,2023-10-13T16:00:54+00:00,2023-10-13T15:58:48+00:00,2023-10-13T16:06:02+00:00
2400,2023-10-13T16:03:46+00:00,2023-10-13T16:00:59+00:00,2023-10-13T15:58:53+00:00,2023-10-13T16:06:07+00:00
2401,2023-10-13T16:03:51+00:00,2023-10-13T16:01:04+00:00,2023-10-13T15:58:58+00:00,2023-10-13T16:06:12+00:00
2402,2023-10-13T16:03:56+00:00,2023-10-13T16:01:09+00:00,2023-10-13T15:59:03+00:00,2023-10-13T16:06:17+00:00
2403,2023-10-13T16:04:01+00:00,2023-10-13T16:01:14+00:00,2023-10-13T15:59:08+00:00,2023-10-13T16:06:22+00:00
2404,2023-10-13T16:04:06+00:00,2023-10-13T16:01:19+00:00,2023-10-13T15:59:13+00:00,2023-10-13T16:06:27+00:00
2405,2023-10-13T16:04:11+00:00,2023-10-13T16:01:24+00:00,2023-10-13T15:59:18+00:00,2023-10-13T16:06:32+00:00
2406,2023-10-13T16:04:16+00:00,2023-10-13T16:01:29+00:00,2023-10-13T15:59:23+00:00,2023-10-13T16:06:37+00:00
