scan_number,time0,time1,time2,time3
4322,2023-10-13T22:09:34+00:00,2023-10-13T22:09:34+00:00,2023-10-13T22:09:34+00:00,2023-10-13T22:09:34+00:00
4323,2023-10-13T22:10:29+00:00,2023-10-13T22:10:29+00:00,2023-10-13T22:10:29+00:00,2023-10-13T22:10:29+00:00
4324,2023-10-13T22:11:24+00:00,2023-10-13T22:11:24+00:00,2023-10-13T22:11:24+00:00,2023-10-13T22:11:24+00:00
4325,2023-10-13T22:12:19+00:00,2023-10-13T22:12:19+00:00,2023-10-13T22:12:19+00:00,2023-10-13T22:12:19+00:00
4326,2023-10-13T22:13:14+00:00,2023-10-13T22:13:14+00:00,2023-10-13T22:13:14+00:00,2023-10-13T22:13:14+00:00
4327,2023-10-13T22:14:09+00:00,2023-10-13T22:14:09+00:00,2023-10-13T22:14:09+00:00,2023-10-13T22:14:09+00:00
4328,2023-10-13T22:15:04+00:00,2023-10-13T22:15:04+00:00,2023-10-13T22:15:04+00:00,2023-10-13T22:15:04+00:00
4329,2023-10-13T22:15:59+00:00,2023-10-13T22:15:59+00:00,2023-10-13T22:15:59+00:00,2023-10-13T22:15:59+00:00
4330,2023-10-13T22:16:54+00:00,2023-10-13T22:16:54+00:00,2023-10-13T22:16:54+00:00,2023-10-13T22:16:54+00:00
4331,2023-10-13T22:17:49+00:00,2023-10-13T22:17:49+00:00,2023-10-13T22:17:49+00:00,2023-10-13T22:17:49+00:00
4332,2023-10-13T22:18:44+00:00,2023-10-13T22:18:44+00:00,2023-10-13T22:18:44+00:00,2023-10-13T22:18:44+00:00
4333,2023-10-13T22:19:39+00:00,2023-10-13T22:20:34+00:00,2023-10-13T22:19:39+00:00,2023-10-13T22:19:39+00:00
4334,2023-10-13T22:20:34+00:00,2023-10-13T22:20:34+00:00,2023-10-13T22:20:34+00:00,2023-10-13T22:20:34+00:00
4335,2023-10-13T22:21:29+00:00,2023-10-13T22:21:29+00:00,2023-10-13T22:21:29+00:00,2023-10-13T22:21:29+00:00
4336,2023-10-13T22:22:24+00:00,2023-10-13T22:22:24+00:00,2023-10-13T22:23:19+00:00,2023-10-13T22:23:19+00:00
4337,2023-10-13T22:23:19+00:00,2023-10-13T22:23:19+00:00,2023-10-13T22:23:19+00:00,2023-10-13T22:23:19+00:00
4338,2023-10-13T22:24:14+00:00,2023-10-13T22:25:09+00:00,2023-10-13T22:24:14+00:00,2023-10-13T22:24:14+00:00
4339,2023-10-13T22:25:09+00:00,2023-10-13T22:25:09+00:00,2023-10-13T22:25:09+00:00,2023-10-13T22:25:09+00:00
4340,2023-10-13T22:26:04+00:00,2023-10-13T22:26:04+00:00,2023-10-13T22:26:04+00:00,2023-10-13T22:26:04+00:00
4341,2023-10-13T22:26:59+00:00,2023-10-13T22:26:59+00:00,2023-10-13T22:26:59+00:00,2023-10-13T22:26:59+00:00
4342,2023-10-13T22:27:54+00:00,2023-10-13T22:27:54+00:00,2023-10-13T22:27:54+00:00,2023-10-13T22:27:54+00:00
4343,2023-10-13T22:28:49+00:00,2023-10-13T22:28:49+00:00,2023-10-13T22:29:45+00:00,2023-10-13T22:28:49+00:00
4344,2023-10-13T22:29:44+00:00,2023-10-13T22:29:44+00:00,2023-10-13T22:29:45+00:00,2023-10-13T22:29:44+00:00
4345,2023-10-13T22:30:39+00:00,2023-10-13T22:30:39+00:00,2023-10-13T22:30:39+00:00,2023-10-13T22:30:39+00:00
4346,2023-10-13T22:31:34+00:00,2023-10-13T22:31:34+00:00,2023-10-13T22:31:34+00:00,2023-10-13T22:31:34+00:00
4347,2023-10-13T22:32:29+00:00,2023-10-13T22:32:29+00:00,2023-10-13T22:32:29+00:00,2023-10-13T22:32:29+00:00
4348,2023-10-13T22:33:24+00:00,2023-10-13T22:33:24+00:00,2023-10-13T22:33:24+00:00,2023-10-13T22:33:25+00:00
4349,2023-10-13T22:34:19+00:00,2023-10-13T22:34:19+00:00,2023-10-13T22:34:19+00:00,2023-10-13T22:34:19+00:00
4350,2023-10-13T22:35:14+00:00,2023-10-13T22:35:14+00:00,2023-10-13T22:35:15+00:00,2023-10-13T22:35:14+00:00
4351,2023-10-13T22:36:09+00:00,2023-10-13T22:36:09+00:00,2023-10-13T22:36:10+00:00,2023-10-13T22:36:09+00:00
4352,2023-10-13T22:37:04+00:00,2023-10-13T22:37:04+00:00,2023-10-13T22:37:05+00:00,2023-10-13T22:37:04+00:00
4353,2023-10-13T22:37:59+00:00,2023-10-13T22:37:59+00:00,2023-10-13T22:37:59+00:00,2023-10-13T22:38:00+00:00
4354,2023-10-13T22:38:54+00:00,2023-10-13T22:38:54+00:00,2023-10-13T22:38:55+00:00,2023-10-13T22:39:50+00:00
4355,2023-10-13T22:39:49+00:00,2023-10-13T22:39:49+00:00,2023-10-13T22:39:50+00:00,2023-10-13T22:39:50+00:00
4356,2023-10-13T22:47:15+00:00,2023-10-13T22:47:15+00:00,2023-10-13T22:47:15+00:00,2023-10-13T22:47:15+00:00
4357,2023-10-13T22:48:10+00:00,2023-10-13T22:48:10+00:00,2023-10-13T22:48:10+00:00,2023-10-13T22:48:10+00:00
4358,2023-10-13T22:49:05+00:00,2023-10-13T22:49:05+00:00,2023-10-13T22:49:05+00:00,2023-10-13T22:49:05+00:00
4359,2023-10-13T22:50:00+00:00,2023-10-13T22:50:00+00:00,2023-10-13T22:50:00+00:00,2023-10-13T22:50:55+00:00
4360,2023-10-13T22:50:55+00:00,2023-10-13T22:50:55+00:00,2023-10-13T22:50:55+00:00,2023-10-13T22:50:55+00:00
4361,2023-10-13T22:51:50+00:00,2023-10-13T22:51:50+00:00,2023-10-13T22:51:50+00:00,2023-10-13T22:51:50+00:00
4362,2023-10-13T22:52:45+00:00,2023-10-13T22:52:45+00:00,2023-10-13T22:52:45+00:00,2023-10-13T22:52:45+00:00
4363,2023-10-13T22:53:40+00:00,2023-10-13T22:53:40+00:00,2023-10-13T22:53:40+00:00,2023-10-13T22:53:40+00:00
4364,2023-10-13T22:55:30+00:00,2023-10-13T22:54:35+00:00,2023-10-13T22:54:35+00:00,2023-10-13T22:54:35+00:00
4365,2023-10-13T22:55:30+00:00,2023-10-13T22:55:30+00:00,2023-10-13T22:55:30+00:00,2023-10-13T22:55:30+00:00
4366,2023-10-13T22:56:25+00:00,2023-10-13T22:56:25+00:00,2023-10-13T22:56:25+00:00,2023-10-13T22:56:25+00:00
4367,2023-10-13T22:57:20+00:00,2023-10-13T22:57:20+00:00,2023-10-13T22:57:20+00:00,2023-10-13T22:57:20+00:00
4368,2023-10-13T22:58:15+00:00,2023-10-13T22:58:15+00:00,2023-10-13T22:58:15+00:00,2023-10-13T22:58:15+00:00
4369,2023-10-13T22:59:10+00:00,2023-10-13T22:59:10+00:00,2023-10-13T22:59:10+00:00,2023-10-13T22:59:10+00:00
4370,2023-10-13T23:00:05+00:00,2023-10-13T23:00:05+00:00,2023-10-13T23:00:05+00:00,2023-10-13T23:00:05+00:00
4371,2023-10-13T23:01:00+00:00,2023-10-13T23:01:00+00:00,2023-10-13T23:01:00+00:00,2023-10-13T23:01:00+00:00
4372,2023-10-13T23:01:55+00:00,2023-10-13T23:01:55+00:00,2023-10-13T23:01:55+00:00,2023-10-13T23:01:55+00:00
4373,2023-10-13T23:02:50+00:00,2023-10-13T23:02:50+00:00,2023-10-13T23:02:50+00:00,2023-10-13T23:02:50+00:00
4374,2023-10-13T23:03:45+00:00,2023-10-13T23:03:45+00:00,2023-10-13T23:03:45+00:00,2023-10-13T23:03:45+00:00
4375,2023-10-13T23:05:35+00:00,2023-10-13T23:04:40+00:00,2023-10-13T23:04:40+00:00,2023-10-13T23:04:40+00:00
4376,2023-10-13T23:05:35+00:00,2023-10-13T23:05:35+00:00,2023-10-13T23:05:35+00:00,2023-10-13T23:05:35+00:00
4377,2023-10-13T23:06:30+00:00,2023-10-13T23:06:30+00:00,2023-10-13T23:06:30+00:00,2023-10-13T23:06:30+00:00
4378,2023-10-13T23:07:25+00:00,2023-10-13T23:07:25+00:00,2023-10-13T23:07:25+00:00,2023-10-13T23:07:25+00:00
4379,2023-10-13T23:08:20+00:00,2023-10-13T23:08:20+00:00,2023-10-13T23:08:20+00:00,2023-10-13T23:08:20+00:00
4380,2023-10-13T23:09:15+00:00,2023-10-13T23:09:15+00:00,2023-10-13T23:09:15+00:00,2023-10-13T23:09:15+00:00
4381,2023-10-13T23:10:10+00:00,2023-10-13T23:10:10+00:00,2023-10-13T23:10:10+00:00,2023-10-13T23:10:10+00:00
4382,2023-10-13T23:11:05+00:00,2023-10-13T23:11:05+00:00,2023-10-13T23:11:05+00:00,2023-10-13T23:11:05+00:00
4383,2023-10-13T23:12:00+00:00,2023-10-13T23:12:00+00:00,2023-10-13T23:12:00+00:00,2023-10-13T23:12:00+00:00
4384,2023-10-13T23:12:55+00:00,2023-10-13T23:12:55+00:00,2023-10-13T23:12:55+00:00,2023-10-13T23:12:55+00:00
4385,2023-10-13T23:13:50+00:00,2023-10-13T23:13:50+00:00,2023-10-13T23:13:50+00:00,2023-10-13T23:13:50+00:00
4386,2023-10-13T23:14:45+00:00,2023-10-13T23:14:45+00:00,2023-10-13T23:14:45+00:00,2023-10-13T23:14:45+00:00
4387,2023-10-13T23:15:40+00:00,2023-10-13T23:15:40+00:00,2023-10-13T23:15:40+00:00,2023-10-13T23:15:40+00:00
4388,2023-10-13T23:16:35+00:00,2023-10-13T23:16:35+00:00,2023-10-13T23:16:35+00:00,2023-10-13T23:16:35+00:00
4389,2023-10-13T23:17:30+00:00,2023-10-13T23:17:30+00:00,2023-10-13T23:17:30+00:00,2023-10-13T23:17:30+00:00
4390,2023-10-13T23:18:25+00:00,2023-10-13T23:18:25+00:00,2023-10-13T23:18:25+00:00,2023-10-13T23:18:25+00:00
4391,2023-10-13T23:19:20+00:00,2023-10-13T23:19:20+00:00,2023-10-13T23:19:20+00:00,2023-10-13T23:19:20+00:00
4392,2023-10-13T23:20:15+00:00,2023-10-13T23:20:15+00:00,2023-10-13T23:20:15+00:00,2023-10-13T23:20:15+00:00
4393,2023-10-13T23:21:10+00:00,2023-10-13T23:21:10+00:00,2023-10-13T23:21:10+00:00,2023-10-13T23:21:10+00:00
4394,2023-10-13T23:22:05+00:00,2023-10-13T23:23:00+00:00,2023-10-13T23:22:05+00:00,2023-10-13T23:22:05+00:00
4395,2023-10-13T23:23:00+00:00,2023-10-13T23:23:00+00:00,2023-10-13T23:23:00+00:00,2023-10-13T23:23:00+00:00
4396,2023-10-13T23:23:55+00:00,2023-10-13T23:23:55+00:00,2023-10-13T23:23:55+00:00,2023-10-13T23:23:56+00:00
4397,2023-10-13T23:25:45+00:00,2023-10-13T23:24:50+00:00,2023-10-13T23:24:50+00:00,2023-10-13T23:24:51+00:00
4398,2023-10-13T23:25:45+00:00,2023-10-13T23:25:45+00:00,2023-10-13T23:25:45+00:00,2023-10-13T23:25:45+00:00
4399,2023-10-13T23:26:40+00:00,2023-10-13T23:26:40+00:00,2023-10-13T23:26:40+00:00,2023-10-13T23:26:40+00:00
4400,2023-10-13T23:27:35+00:00,2023-10-13T23:27:35+00:00,2023-10-13T23:27:35+00:00,2023-10-13T23:27:35+00:00
4401,2023-10-13T23:28:30+00:00,2023-10-13T23:28:30+00:00,2023-10-13T23:28:31+00:00,2023-10-13T23:28:31+00:00
4402,2023-10-13T23:29:25+00:00,2023-10-13T23:29:25+00:00,2023-10-13T23:29:25+00:00,2023-10-13T23:29:25+00:00
4403,2023-10-13T23:30:20+00:00,2023-10-13T23:30:20+00:00,2023-10-13T23:30:20+00:00,2023-10-13T23:30:21+00:00
4404,2023-10-13T23:31:15+00:00,2023-10-13T23:31:15+00:00,2023-10-13T23:31:16+00:00,2023-10-13T23:31:16+00:00
4405,2023-10-13T23:34:24+00:00,2023-10-13T23:34:23+00:00,2023-10-13T23:34:24+00:00,2023-10-13T23:34:24+00:00
4406,2023-10-13T23:35:19+00:00,2023-10-13T23:35:18+00:00,2023-10-13T23:35:19+00:00,2023-10-13T23:35:19+00:00
4407,2023-10-13T23:36:14+00:00,2023-10-13T23:36:13+00:00,2023-10-13T23:36:14+00:00,2023-10-13T23:36:14+00:00
4408,2023-10-13T23:37:09+00:00,2023-10-13T23:38:04+00:00,2023-10-13T23:37:09+00:00,2023-10-13T23:37:09+00:00
4409,2023-10-13T23:38:04+00:00,2023-10-13T23:38:04+00:00,2023-10-13T23:38:04+00:00,2023-10-13T23:38:04+00:00
4410,2023-10-13T23:38:59+00:00,2023-10-13T23:38:59+00:00,2023-10-13T23:38:59+00:00,2023-10-13T23:38:59+00:00
4411,2023-10-13T23:39:54+00:00,2023-10-13T23:39:54+00:00,2023-10-13T23:39:54+00:00,2023-10-13T23:39:54+00:00
4412,2023-10-13T23:40:49+00:00,2023-10-13T23:40:49+00:00,2023-10-13T23:40:49+00:00,2023-10-13T23:40:49+00:00
4413,2023-10-13T23:41:44+00:00,2023-10-13T23:41:44+00:00,2023-10-13T23:41:44+00:00,2023-10-13T23:41:44+00:00
4414,2023-10-13T23:42:39+00:00,2023-10-13T23:42:39+00:00,2023-10-13T23:42:39+00:00,2023-10-13T23:42:39+00:00
4415,2023-10-13T23:43:34+00:00,2023-10-13T23:43:34+00:00,2023-10-13T23:43:34+00:00,2023-10-13T23:43:34+00:00
4416,2023-10-13T23:44:29+00:00,2023-10-13T23:44:29+00:00,2023-10-13T23:44:29+00:00,2023-10-13T23:44:29+00:00
4417,2023-10-13T23:45:24+00:00,2023-10-13T23:45:24+00:00,2023-10-13T23:45:24+00:00,2023-10-13T23:45:24+00:00
4418,2023-10-13T23:46:19+00:00,2023-10-13T23:46:19+00:00,2023-10-13T23:46:19+00:00,2023-10-13T23:46:19+00:00
4419,2023-10-13T23:48:09+00:00,2023-10-13T23:47:14+00:00,2023-10-13T23:47:14+00:00,2023-10-13T23:47:14+00:00
4420,2023-10-13T23:48:09+00:00,2023-10-13T23:48:09+00:00,2023-10-13T23:48:09+00:00,2023-10-13T23:48:09+00:00
4421,2023-10-13T23:49:04+00:00,2023-10-13T23:49:04+00:00,2023-10-13T23:49:04+00:00,2023-10-13T23:49:04+00:00
4422,2023-10-13T23:49:59+00:00,2023-10-13T23:49:59+00:00,2023-10-13T23:49:59+00:00,2023-10-13T23:49:59+00:00
4423,2023-10-13T23:50:54+00:00,2023-10-13T23:50:54+00:00,2023-10-13T23:50:54+00:00,2023-10-13T23:50:54+00:00
4424,2023-10-13T23:51:49+00:00,2023-10-13T23:51:49+00:00,2023-10-13T23:51:49+00:00,2023-10-13T23:51:49+00:00
4425,2023-10-13T23:52:44+00:00,2023-10-13T23:52:44+00:00,2023-10-13T23:52:44+00:00,2023-10-13T23:52:44+00:00
4426,2023-10-13T23:53:39+00:00,2023-10-13T23:53:39+00:00,2023-10-13T23:53:39+00:00,2023-10-13T23:53:39+00:00
4427,2023-10-13T23:54:34+00:00,2023-10-13T23:54:34+00:00,2023-10-13T23:54:34+00:00,2023-10-13T23:54:34+00:00
4428,2023-10-13T23:55:29+00:00,2023-10-13T23:55:29+00:00,2023-10-13T23:55:29+00:00,2023-10-13T23:55:29+00:00
4429,2023-10-13T23:56:24+00:00,2023-10-13T23:56:24+00:00,2023-10-13T23:56:24+00:00,2023-10-13T23:56:24+00:00
4430,2023-10-13T23:57:19+00:00,2023-10-13T23:57:19+00:00,2023-10-13T23:57:19+00:00,2023-10-13T23:57:19+00:00
4431,2023-10-13T23:58:14+00:00,2023-10-13T23:58:14+00:00,2023-10-13T23:59:09+00:00,2023-10-13T23:58:14+00:00
4432,2023-10-13T23:59:09+00:00,2023-10-13T23:59:09+00:00,2023-10-13T23:59:09+00:00,2023-10-13T23:59:09+00:00
4433,2023-10-14T00:00:04+00:00,2023-10-14T00:00:04+00:00,2023-10-14T00:00:04+00:00,2023-10-14T00:00:04+00:00
4434,2023-10-14T00:00:59+00:00,2023-10-14T00:00:59+00:00,2023-10-14T00:00:59+00:00,2023-10-14T00:00:59+00:00
4435,2023-10-14T00:01:54+00:00,2023-10-14T00:01:54+00:00,2023-10-14T00:01:54+00:00,2023-10-14T00:01:54+00:00
4436,2023-10-14T00:02:49+00:00,2023-10-14T00:02:49+00:00,2023-10-14T00:02:49+00:00,2023-10-14T00:02:49+00:00
4437,2023-10-14T00:03:44+00:00,2023-10-14T00:03:44+00:00,2023-10-14T00:03:44+00:00,2023-10-14T00:03:44+00:00
4438,2023-10-14T00:04:39+00:00,2023-10-14T00:04:39+00:00,2023-10-14T00:04:39+00:00,2023-10-14T00:04:39+00:00
4439,2023-10-14T00:05:34+00:00,2023-10-14T00:05:34+00:00,2023-10-14T00:05:34+00:00,2023-10-14T00:05:34+00:00
4440,2023-10-14T00:06:29+00:00,2023-10-14T00:06:29+00:00,2023-10-14T00:06:29+00:00,2023-10-14T00:06:29+00:00
4441,2023-10-14T00:07:24+00:00,2023-10-14T00:07:24+00:00,2023-10-14T00:07:24+00:00,2023-10-14T00:07:24+00:00
4442,2023-10-14T00:08:19+00:00,2023-10-14T00:08:19+00:00,2023-10-14T00:08:19+00:00,2023-10-14T00:08:19+00:00
4443,2023-10-14T00:09:14+00:00,2023-10-14T00:09:14+00:00,2023-10-14T00:09:14+00:00,2023-10-14T00:09:14+00:00
4444,2023-10-14T00:10:09+00:00,2023-10-14T00:10:09+00:00,2023-10-14T00:10:09+00:00,2023-10-14T00:10:09+00:00
4445,2023-10-14T00:11:04+00:00,2023-10-14T00:11:04+00:00,2023-10-14T00:11:04+00:00,2023-10-14T00:11:04+00:00
4446,2023-10-14T00:11:59+00:00,2023-10-14T00:11:59+00:00,2023-10-14T00:11:59+00:00,2023-10-14T00:11:59+00:00
4447,2023-10-14T00:12:54+00:00,2023-10-14T00:12:54+00:00,2023-10-14T00:12:54+00:00,2023-10-14T00:12:54+00:00
4448,2023-10-14T00:13:49+00:00,2023-10-14T00:13:49+00:00,2023-10-14T00:13:49+00:00,2023-10-14T00:13:49+00:00
4449,2023-10-14T00:14:44+00:00,2023-10-14T00:14:44+00:00,2023-10-14T00:14:44+00:00,2023-10-14T00:14:44+00:00
4450,2023-10-14T00:15:39+00:00,2023-10-14T00:15:39+00:00,2023-10-14T00:15:39+00:00,2023-10-14T00:15:39+00:00
4451,2023-10-14T00:16:34+00:00,2023-10-14T00:16:34+00:00,2023-10-14T00:16:34+00:00,2023-10-14T00:16:34+00:00
4452,2023-10-14T00:17:29+00:00,2023-10-14T00:17:29+00:00,2023-10-14T00:17:29+00:00,2023-10-14T00:17:29+00:00
4453,2023-10-14T00:18:24+00:00,2023-10-14T00:18:24+00:00,2023-10-14T00:18:24+00:00,2023-10-14T00:18:24+00:00
4454,2023-10-14T00:19:19+00:00,2023-10-14T00:19:19+00:00,2023-10-14T00:19:19+00:00,2023-10-14T00:19:19+00:00
4455,2023-10-14T00:20:14+00:00,2023-10-14T00:20:14+00:00,2023-10-14T00:20:14+00:00,2023-10-14T00:20:14+00:00
4456,2023-10-14T00:21:09+00:00,2023-10-14T00:21:09+00:00,2023-10-14T00:21:09+00:00,2023-10-14T00:21:09+00:00
4457,2023-10-14T00:22:04+00:00,2023-10-14T00:22:04+00:00,2023-10-14T00:22:04+00:00,2023-10-14T00:22:04+00:00
4458,2023-10-14T00:22:59+00:00,2023-10-14T00:22:59+00:00,2023-10-14T00:22:59+00:00,2023-10-14T00:22:59+00:00
4459,2023-10-14T00:23:54+00:00,2023-10-14T00:23:54+00:00,2023-10-14T00:23:54+00:00,2023-10-14T00:23:54+00:00
4460,2023-10-14T00:24:49+00:00,2023-10-14T00:24:49+00:00,2023-10-14T00:24:49+00:00,2023-10-14T00:24:49+00:00
4461,2023-10-14T00:25:44+00:00,2023-10-14T00:25:44+00:00,2023-10-14T00:25:44+00:00,2023-10-14T00:25:44+00:00
4462,2023-10-14T00:26:39+00:00,2023-10-14T00:26:39+00:00,2023-10-14T00:26:39+00:00,2023-10-14T00:26:40+00:00
4463,2023-10-14T00:27:34+00:00,2023-10-14T00:27:34+00:00,2023-10-14T00:27:34+00:00,2023-10-14T00:27:34+00:00
4464,2023-10-14T00:28:29+00:00,2023-10-14T00:28:29+00:00,2023-10-14T00:28:29+00:00,2023-10-14T00:28:29+00:00
4465,2023-10-14T00:29:24+00:00,2023-10-14T00:29:24+00:00,2023-10-14T00:29:24+00:00,2023-10-14T00:29:25+00:00
4466,2023-10-14T00:30:19+00:00,2023-10-14T00:30:19+00:00,2023-10-14T00:30:20+00:00,2023-10-14T00:30:19+00:00
4467,2023-10-14T00:31:14+00:00,2023-10-14T00:31:14+00:00,2023-10-14T00:31:15+00:00,2023-10-14T00:31:15+00:00
4468,2023-10-14T00:32:09+00:00,2023-10-14T00:32:09+00:00,2023-10-14T00:32:10+00:00,2023-10-14T00:32:10+00:00
4469,2023-10-14T00:33:04+00:00,2023-10-14T00:33:04+00:00,2023-10-14T00:33:05+00:00,2023-10-14T00:33:05+00:00
4470,2023-10-14T00:33:59+00:00,2023-10-14T00:33:59+00:00,2023-10-14T00:34:00+00:00,2023-10-14T00:34:00+00:00
4471,2023-10-14T00:34:54+00:00,2023-10-14T00:34:54+00:00,2023-10-14T00:34:55+00:00,2023-10-14T00:34:55+00:00
4472,2023-10-14T00:35:49+00:00,2023-10-14T00:35:49+00:00,2023-10-14T00:35:50+00:00,2023-10-14T00:35:50+00:00
4473,2023-10-14T00:36:44+00:00,2023-10-14T00:36:44+00:00,2023-10-14T00:36:45+00:00,2023-10-14T00:36:45+00:00
4474,2023-10-14T00:37:39+00:00,2023-10-14T00:37:39+00:00,2023-10-14T00:37:40+00:00,2023-10-14T00:37:40+00:00
4475,2023-10-14T00:38:34+00:00,2023-10-14T00:38:34+00:00,2023-10-14T00:38:35+00:00,2023-10-14T00:38:35+00:00
4476,2023-10-14T00:39:29+00:00,2023-10-14T00:39:29+00:00,2023-10-14T00:39:30+00:00,2023-10-14T00:39:30+00:00
4477,2023-10-14T00:40:24+00:00,2023-10-14T00:40:24+00:00,2023-10-14T00:41:20+00:00,2023-10-14T00:40:25+00:00
4478,2023-10-14T00:41:19+00:00,2023-10-14T00:41:19+00:00,2023-10-14T00:41:20+00:00,2023-10-14T00:41:20+00:00
4479,2023-10-14T00:42:14+00:00,2023-10-14T00:42:14+00:00,2023-10-14T00:42:15+00:00,2023-10-14T00:42:15+00:00
4480,2023-10-14T00:43:09+00:00,2023-10-14T00:43:09+00:00,2023-10-14T00:43:10+00:00,2023-10-14T00:43:10+00:00
4481,2023-10-14T00:44:04+00:00,2023-10-14T00:44:04+00:00,2023-10-14T00:44:05+00:00,2023-10-14T00:44:05+00:00
4482,2023-10-14T00:44:59+00:00,2023-10-14T00:44:59+00:00,2023-10-14T00:45:00+00:00,2023-10-14T00:45:00+00:00
4483,2023-10-14T00:45:54+00:00,2023-10-14T00:45:54+00:00,2023-10-14T00:45:55+00:00,2023-10-14T00:45:55+00:00
4484,2023-10-14T00:46:49+00:00,2023-10-14T00:46:49+00:00,2023-10-14T00:46:50+00:00,2023-10-14T00:46:50+00:00
4485,2023-10-14T00:47:45+00:00,2023-10-14T00:47:44+00:00,2023-10-14T00:47:45+00:00,2023-10-14T00:47:45+00:00
4486,2023-10-14T00:48:39+00:00,2023-10-14T00:48:39+00:00,2023-10-14T00:48:40+00:00,2023-10-14T00:48:40+00:00
4487,2023-10-14T00:49:34+00:00,2023-10-14T00:49:34+00:00,2023-10-14T00:49:35+00:00,2023-10-14T00:49:35+00:00
4488,2023-10-14T00:50:29+00:00,2023-10-14T00:50:29+00:00,2023-10-14T00:50:30+00:00,2023-10-14T00:50:30+00:00
4489,2023-10-14T00:51:24+00:00,2023-10-14T00:51:24+00:00,2023-10-14T00:51:25+00:00,2023-10-14T00:51:25+00:00
4490,2023-10-14T00:52:20+00:00,2023-10-14T00:52:19+00:00,2023-10-14T00:52:20+00:00,2023-10-14T00:52:20+00:00
4491,2023-10-14T00:53:15+00:00,2023-10-14T00:53:14+00:00,2023-10-14T00:53:15+00:00,2023-10-14T00:53:15+00:00
4492,2023-10-14T00:54:10+00:00,2023-10-14T00:54:09+00:00,2023-10-14T00:54:10+00:00,2023-10-14T00:54:10+00:00
4493,2023-10-14T00:55:05+00:00,2023-10-14T00:55:59+00:00,2023-10-14T00:55:05+00:00,2023-10-14T00:55:05+00:00
4494,2023-10-14T00:56:00+00:00,2023-10-14T00:55:59+00:00,2023-10-14T00:56:00+00:00,2023-10-14T00:56:00+00:00
4495,2023-10-14T00:56:55+00:00,2023-10-14T00:56:54+00:00,2023-10-14T00:56:55+00:00,2023-10-14T00:56:55+00:00
4496,2023-10-14T00:57:50+00:00,2023-10-14T00:57:49+00:00,2023-10-14T00:57:50+00:00,2023-10-14T00:57:50+00:00
4497,2023-10-14T00:58:45+00:00,2023-10-14T00:58:44+00:00,2023-10-14T00:58:45+00:00,2023-10-14T00:58:45+00:00
4498,2023-10-14T00:59:40+00:00,2023-10-14T00:59:39+00:00,2023-10-14T00:59:40+00:00,2023-10-14T00:59:40+00:00
4499,2023-10-14T01:00:35+00:00,2023-10-14T01:00:34+00:00,2023-10-14T01:00:35+00:00,2023-10-14T01:00:35+00:00
4500,2023-10-14T01:01:30+00:00,2023-10-14T01:01:30+00:00,2023-10-14T01:01:30+00:00,2023-10-14T01:01:30+00:00
4501,2023-10-14T01:02:25+00:00,2023-10-14T01:02:24+00:00,2023-10-14T01:02:25+00:00,2023-10-14T01:02:25+00:00
4502,2023-10-14T01:03:20+00:00,2023-10-14T01:03:19+00:00,2023-10-14T01:03:20+00:00,2023-10-14T01:03:20+00:00
4503,2023-10-14T01:04:15+00:00,2023-10-14T01:04:14+00:00,2023-10-14T01:04:15+00:00,2023-10-14T01:04:15+00:00
4504,2023-10-14T01:05:10+00:00,2023-10-14T01:05:09+00:00,2023-10-14T01:05:10+00:00,2023-10-14T01:05:10+00:00
4505,2023-10-14T01:06:05+00:00,2023-10-14T01:06:04+00:00,2023-10-14T01:06:05+00:00,2023-10-14T01:06:05+00:00
4506,2023-10-14T01:07:00+00:00,2023-10-14T01:06:59+00:00,2023-10-14T01:07:00+00:00,2023-10-14T01:07:00+00:00
4507,2023-10-14T01:07:55+00:00,2023-10-14T01:07:54+00:00,2023-10-14T01:07:55+00:00,2023-10-14T01:07:55+00:00
4508,2023-10-14T01:09:45+00:00,2023-10-14T01:08:49+00:00,2023-10-14T01:08:50+00:00,2023-10-14T01:08:50+00:00
4509,2023-10-14T01:09:45+00:00,2023-10-14T01:09:44+00:00,2023-10-14T01:09:45+00:00,2023-10-14T01:09:45+00:00
4510,2023-10-14T01:10:40+00:00,2023-10-14T01:10:39+00:00,2023-10-14T01:10:40+00:00,2023-10-14T01:10:40+00:00
4511,2023-10-14T01:11:35+00:00,2023-10-14T01:11:35+00:00,2023-10-14T01:11:35+00:00,2023-10-14T01:11:35+00:00
4512,2023-10-14T01:12:30+00:00,2023-10-14T01:12:29+00:00,2023-10-14T01:12:30+00:00,2023-10-14T01:12:30+00:00
4513,2023-10-14T01:13:25+00:00,2023-10-14T01:13:24+00:00,2023-10-14T01:13:25+00:00,2023-10-14T01:13:25+00:00
4514,2023-10-14T01:14:20+00:00,2023-10-14T01:14:20+00:00,2023-10-14T01:14:20+00:00,2023-10-14T01:14:20+00:00
4515,2023-10-14T01:15:15+00:00,2023-10-14T01:15:15+00:00,2023-10-14T01:15:15+00:00,2023-10-14T01:15:15+00:00
4516,2023-10-14T01:16:10+00:00,2023-10-14T01:16:10+00:00,2023-10-14T01:17:05+00:00,2023-10-14T01:16:10+00:00
4517,2023-10-14T01:17:05+00:00,2023-10-14T01:17:05+00:00,2023-10-14T01:17:05+00:00,2023-10-14T01:17:05+00:00
